"Lon" "Lat" "Year" "BNE" "BINE" "BNS" "IBS" "TeBS" "TeNE" "C3G" "HSE" "HSS" "LSE" "LSS" "GRT" "EPDS" "SPDS" "CLM" "Total"
-129.25 57.75 2005 2.696 0.099 0 0 0 0 0.188 0 0.022 0.012 0.01 0 0 0 0 3.027
-124.25 62.25 2005 4.898 1.319 0 0.003 0 0 0.034 0 0.018 0.002 0.003 0 0 0 0 6.277
-119.25 62.25 2005 1.487 0.376 0 0.002 0 0 0.128 0 0.09 0.004 0.01 0 0 0 0 2.097
-113.75 55.75 2005 5.46 1.942 0 2.235 0 0 0.008 0 0.05 0 0 0 0 0 0 9.695
-109.75 60.25 2005 3.188 0.413 0 0.001 0 0 0.039 0 0.03 0.002 0.006 0 0 0 0 3.678
-104.75 55.25 2005 3.834 1.47 0 0.181 0 0 0.043 0 0.046 0.004 0.009 0 0 0 0 5.586
-99.75 57.75 2005 0.676 0.075 0 0.002 0 0 0.144 0 0.035 0.007 0.024 0 0 0 0 0.964
-94.75 56.25 2005 1.94 0.402 0 0.023 0 0 0.086 0 0.063 0.003 0.01 0 0 0 0 2.528
-90.75 49.25 2005 3.967 0.792 0 0.021 0 0 0.037 0 0.041 0.001 0.002 0 0 0 0 4.861
-87.75 56.25 2005 1.99 0.289 0 0.02 0 0 0.104 0 0.051 0.001 0.002 0 0 0 0 2.457
-83.75 53.25 2005 1.933 0.367 0 0.031 0 0 0.13 0 0.055 0.004 0.01 0 0 0 0 2.53
-77.75 47.75 2005 3.694 0.877 0 0.065 0 0 0.049 0 0.056 0.001 0.003 0 0 0 0 4.745
-74.25 54.75 2005 0.241 0.015 0 0.001 0 0 0.143 0 0.009 0.006 0.014 0 0 0 0 0.429
-68.25 51.75 2005 0.63 0.032 0 0 0 0 0.066 0 0.004 0.003 0.005 0 0 0 0 0.74
-60.75 53.75 2005 0.521 0.033 0 0.001 0 0 0.113 0 0.016 0.004 0.009 0 0 0 0 0.697
12.25 60.75 2005 4.764 0.649 0 0.006 0.633 0 0.029 0.007 0.011 0.002 0.005 0 0 0 0 6.106
18.25 66.25 2005 1.594 0.098 0 0 0 0 0.063 0 0.011 0.003 0.006 0 0 0 0 1.776
24.75 64.25 2005 4.802 0.915 0 0.013 0 0 0.034 0.013 0.036 0.001 0.004 0 0 0 0 5.818
28.25 62.25 2005 4.651 1.209 0 0.114 0.112 0 0.038 0.007 0.044 0 0.002 0 0 0 0 6.178
31.75 61.75 2005 4.761 0.905 0 0.099 0 0 0.039 0.017 0.065 0.001 0.003 0 0 0 0 5.891
34.75 63.75 2005 4.147 0.143 0 0.002 0 0 0.055 0.016 0.013 0.003 0.008 0 0 0 0 4.387
38.25 66.75 2005 2.608 0.518 0 0.063 0 0 0.061 0.01 0.106 0.003 0.01 0 0 0 0 3.379
41.75 65.75 2005 4.171 0.884 0 0.053 0 0 0.025 0.003 0.056 0.001 0.005 0 0 0 0 5.198
45.25 61.25 2005 3.402 0.556 0 1.261 0 0 0.081 0 0.074 0.002 0.009 0 0 0 0 5.385
48.25 64.25 2005 2.545 0.352 0 0.087 0 0 0.112 0 0.073 0.001 0.006 0 0 0 0 3.176
51.25 63.25 2005 2.366 0.078 0 0.001 0 0 0.053 0 0.008 0.002 0.005 0 0 0 0 2.513
54.75 58.25 2005 2.521 0.531 0 2.974 0 0 0.067 0 0.098 0.002 0.007 0 0 0 0 6.201
57.75 64.25 2005 1.548 0.056 0 0.001 0 0 0.139 0 0.007 0.002 0.007 0 0 0 0 1.761
60.75 62.25 2005 2.994 0.211 0 0.001 0 0 0.047 0 0.02 0.002 0.005 0 0 0 0 3.281
64.25 58.75 2005 3.292 0.439 0 1.806 0 0 0.049 0 0.031 0.002 0.006 0 0 0 0 5.625
67.25 65.25 2005 1.182 0.084 0 0.001 0 0 0.196 0 0.014 0.002 0.005 0 0 0 0 1.484
70.75 64.75 2005 1.376 0.136 0 0.001 0 0 0.104 0 0.03 0.003 0.007 0 0 0 0 1.657
74.25 65.25 2005 0.544 0.038 0 0.001 0 0 0.242 0 0.028 0.003 0.008 0 0 0 0 0.864
78.25 62.75 2005 1.502 0.127 0 0.015 0 0 0.137 0 0.049 0.002 0.006 0 0 0 0 1.838
82.25 62.25 2005 1.589 0.148 0 0.007 0 0 0.123 0 0.05 0.003 0.007 0 0 0 0 1.927
89.75 60.25 2005 2.275 0.213 0.004 0.003 0 0 0.102 0 0.025 0.003 0.012 0 0 0 0 2.638
99.75 56.25 2005 2.251 0.25 0 1.897 0 0 0.102 0 0.07 0.002 0.008 0 0 0 0 4.579
111.25 49.75 2005 2.335 0.266 0 0.003 0 0 0.095 0 0.028 0.005 0.012 0 0 0 0 2.744
138.25 48.75 2005 1.234 0.101 0 0.001 0 0 0.171 0 0.014 0.004 0.008 0 0 0 0 1.534
145.25 59.75 2005 0.362 0.06 0 0.001 0 0 0.103 0 0.036 0.012 0.021 0 0 0 0 0.594
-99.75 53.25 2005 3.888 1.113 0 1.854 0 0 0.027 0 0.065 0.004 0.009 0 0 0 0 6.959
74.25 58.75 2005 2.142 0.097 0 1.796 0 0 0.068 0 0.087 0.003 0.011 0 0 0 0 4.205
105.75 54.25 2005 2.83 0.052 2.662 0.144 0 0 0.043 0 0.003 0.001 0.004 0 0 0 0 5.738
-156.75 66.25 2005 1.092 0.031 0 0 0 0 0.164 0 0.01 0.005 0.007 0 0 0 0 1.309
-151.75 62.25 2005 3.306 0.408 0 0.002 0 0 0.036 0.006 0.028 0.001 0.003 0 0 0 0 3.789
-142.75 63.25 2005 5.353 1.138 0 0.006 0 0 0.061 0 0.029 0.005 0.011 0 0 0 0 6.603
-129.25 58.25 2005 0.302 0.14 0 0 0 0 0.254 0 0.015 0.037 0.028 0.022 0 0 0 0.798
-124.25 62.75 2005 4.119 1.299 0 0.011 0 0 0.049 0 0.043 0.004 0.009 0 0 0 0 5.534
-119.25 62.75 2005 5.343 0.768 0 0.002 0 0 0.03 0 0.027 0.002 0.005 0 0 0 0 6.176
-113.75 56.25 2005 4.361 1.28 0 3.557 0 0 0.017 0 0.026 0 0.001 0 0 0 0 9.242
-109.75 60.75 2005 0.015 0.009 0 0.001 0 0 0.228 0 0.141 0.03 0.123 0 0 0 0 0.547
-104.75 55.75 2005 3.983 1.213 0 0.043 0 0 0.058 0 0.042 0.006 0.016 0 0 0 0 5.363
-99.25 53.25 2005 3.336 0.739 0 2.224 0 0 0.006 0 0.1 0 0.001 0 0 0 0 6.406
-94.75 56.75 2005 1.27 0.106 0 0.006 0 0 0.151 0 0.032 0.005 0.014 0 0 0 0 1.583
-90.75 49.75 2005 4.641 1.062 0 0.028 0 0 0.019 0 0.014 0 0 0 0 0 0 5.764
-87.25 49.25 2005 4.849 1.685 0 0.105 0 0 0.04 0 0.037 0.003 0.007 0 0 0 0 6.726
-83.75 53.75 2005 2.342 0.257 0 0.028 0 0 0.086 0 0.068 0.002 0.006 0 0 0 0 2.789
-77.75 48.25 2005 3.077 0.375 0 0.005 0 0 0.088 0 0.02 0.004 0.011 0 0 0 0 3.579
-73.75 49.25 2005 3.058 0.299 0 0.001 0 0 0.051 0 0.006 0 0.001 0 0 0 0 3.417
-68.25 52.25 2005 0.272 0.02 0 0 0 0 0.071 0 0.006 0.004 0.008 0 0 0 0 0.382
-60.75 54.75 2005 0.003 0.002 0 0.001 0 0 0.153 0 0.024 0.005 0.012 0 0 0 0 0.199
12.25 61.25 2005 2.773 0.075 0 0 0 0 0.06 0.009 0.004 0.001 0.003 0 0 0 0 2.925
18.25 66.75 2005 1.215 0.028 0 0 0 0 0.117 0 0.018 0.007 0.013 0 0 0 0 1.397
24.75 64.75 2005 5.667 1.092 0 0.008 0 0 0.039 0.009 0.019 0.002 0.004 0 0 0 0 6.84
28.25 62.75 2005 4.908 0.965 0 0.047 0 0 0.026 0.006 0.012 0 0.002 0 0 0 0 5.967
31.75 62.25 2005 4.112 0.294 0 0.007 0.001 0 0.048 0.022 0.028 0.003 0.009 0 0 0 0 4.523
34.75 64.25 2005 4.006 0.727 0 0.04 0 0 0.071 0.02 0.06 0.002 0.008 0 0 0 0 4.933
38.75 57.75 2005 3.484 0.163 0 2.053 1.983 0 0.052 0.005 0.032 0.001 0.003 0 0 0 0 7.777
42.25 57.25 2005 3.166 0.179 0 3.391 0 0 0.083 0.021 0.124 0.002 0.009 0 0 0 0 6.974
45.25 61.75 2005 3.806 0.169 0 0.001 0 0 0.044 0 0.008 0.001 0.003 0 0 0 0 4.031
48.25 64.75 2005 1.584 0.077 0 0.001 0 0 0.062 0 0.012 0.003 0.007 0 0 0 0 1.746
51.25 63.75 2005 1.953 0.334 0 0.282 0 0 0.097 0 0.18 0.003 0.011 0 0 0 0 2.86
54.75 58.75 2005 3.593 0.27 0 0.497 0 0 0.09 0.002 0.09 0.005 0.018 0 0 0 0 4.566
57.75 64.75 2005 0.989 0.118 0 0.014 0 0 0.222 0 0.079 0.001 0.007 0 0 0 0 1.429
60.75 62.75 2005 2.521 0.456 0 0.153 0 0 0.152 0 0.063 0.002 0.006 0 0 0 0 3.353
64.25 59.25 2005 2.888 0.665 0 1.117 0 0 0.03 0 0.144 0.001 0.005 0 0 0 0 4.851
67.25 65.75 2005 1.008 0.062 0 0.001 0 0 0.2 0 0.009 0.001 0.003 0 0 0 0 1.285
70.75 65.25 2005 0.809 0.05 0 0.002 0 0 0.26 0 0.025 0.002 0.007 0 0 0 0 1.156
74.75 57.25 2005 3.57 0.203 0 2.528 0 0 0.028 0 0.028 0.001 0.005 0 0 0 0 6.363
78.25 63.25 2005 1.846 0.166 0 0.002 0 0 0.115 0 0.013 0.002 0.006 0 0 0 0 2.151
82.25 62.75 2005 1.334 0.092 0 0.006 0 0 0.182 0 0.023 0.003 0.01 0 0 0 0 1.65
89.75 60.75 2005 1.739 0.186 0.004 0.418 0 0 0.12 0 0.14 0.003 0.01 0 0 0 0 2.621
99.75 56.75 2005 3.035 0.287 0 0.438 0 0 0.037 0 0.067 0.002 0.007 0 0 0 0 3.873
111.25 50.25 2005 3.204 0.667 0 0.004 0 0 0.059 0 0.033 0.003 0.008 0 0 0 0 3.978
138.25 49.25 2005 1.954 0.212 0 0.002 0 0 0.103 0 0.026 0.003 0.009 0 0 0 0 2.311
145.25 60.25 2005 0.333 0.055 0 0 0 0 0.117 0 0.026 0.012 0.017 0 0 0 0 0.561
-99.75 56.25 2005 2.3 0.282 0 0.124 0 0 0.046 0 0.058 0.003 0.012 0 0 0 0 2.825
74.75 57.75 2005 2.607 0.45 0 1.564 0 0 0.03 0 0.166 0.002 0.006 0 0 0 0 4.825
106.75 53.75 2005 1.828 0.172 2.809 0.418 0 0 0.035 0 0.071 0.002 0.006 0 0 0 0 5.341
-156.75 66.75 2005 0.424 0.043 0 0 0 0 0.181 0 0.012 0.007 0.011 0 0 0 0 0.678
-151.75 63.75 2005 3.477 0.944 0 0.035 0 0 0.045 0 0.071 0.004 0.01 0 0 0 0 4.586
-142.75 65.25 2005 3.164 0.127 0 0.001 0 0 0.074 0 0.033 0.003 0.006 0 0 0 0 3.408
-129.25 58.75 2005 0.227 0.035 0 0 0 0 0.199 0 0.017 0.032 0.034 0.074 0 0 0 0.618
-124.25 63.25 2005 4.784 0.413 0 0.005 0 0 0.034 0 0.027 0.002 0.004 0 0 0 0 5.268
-119.25 63.25 2005 0.016 0.001 0 0 0 0 0.266 0 0.48 0.018 0.085 0 0 0 0 0.867
-113.75 56.75 2005 3.09 1.63 0 2.634 0 0 0.008 0 0.138 0.001 0.002 0 0 0 0 7.503
-109.25 53.75 2005 3.368 0.512 0 4.665 0 0 0.029 0 0.092 0.001 0.003 0 0 0 0 8.671
-104.75 56.25 2005 3.083 0.388 0 0.003 0 0 0.079 0 0.028 0.004 0.011 0 0 0 0 3.596
-99.25 53.75 2005 2.966 0.796 0 2.81 0 0 0.006 0 0.122 0.001 0.003 0 0 0 0 6.705
-94.75 57.25 2005 0.422 0.072 0 0.003 0 0 0.216 0 0.04 0.008 0.025 0 0 0 0 0.786
-90.75 50.25 2005 3.926 0.749 0 0.026 0 0 0.023 0 0.02 0.001 0.004 0 0 0 0 4.748
-87.25 49.75 2005 4.339 0.887 0 0.052 0 0 0.041 0 0.043 0.003 0.007 0 0 0 0 5.374
-83.75 54.25 2005 2.223 0.309 0 0.023 0 0 0.108 0 0.07 0.001 0.004 0 0 0 0 2.739
-77.75 48.75 2005 2.664 0.354 0 0.57 0 0 0.043 0 0.22 0 0.001 0 0 0 0 3.851
-73.75 49.75 2005 2.148 0.262 0 0.002 0 0 0.08 0 0.024 0.002 0.006 0 0 0 0 2.524
-67.75 47.75 2005 4.616 0.7 0 0.013 0 0 0.025 0.009 0.021 0 0 0 0 0 0 5.386
-60.25 50.25 2005 3.747 0.232 0 0.001 0 0 0.065 0.004 0.007 0.001 0.003 0 0 0 0 4.061
12.25 61.75 2005 2.837 0.086 0 0.001 0 0 0.06 0.018 0.008 0.002 0.004 0 0 0 0 3.015
18.75 63.75 2005 4.813 0.354 0 0.002 0 0 0.033 0.023 0.02 0.001 0.002 0 0 0 0 5.246
24.75 65.75 2005 4.435 0.641 0 0.006 0 0 0.048 0.04 0.055 0.003 0.008 0 0 0 0 5.237
28.25 63.25 2005 2.958 0.467 0 0.031 0 0 0.083 0.05 0.093 0.006 0.019 0 0 0 0 3.708
31.75 62.75 2005 3.386 0.184 0 0.004 0 0 0.048 0.032 0.03 0.002 0.006 0 0 0 0 3.693
34.75 64.75 2005 3.771 1.54 0 0.18 0 0 0.039 0.02 0.088 0.003 0.008 0 0 0 0 5.648
38.75 58.25 2005 5.114 0.377 0 2.228 0 0 0.03 0.006 0.051 0.001 0.004 0 0 0 0 7.81
42.25 57.75 2005 3.875 0.326 0 3.03 0.001 0 0.087 0.014 0.072 0.004 0.011 0 0 0 0 7.419
45.25 62.25 2005 2.752 0.119 0 0.001 0 0 0.063 0 0.016 0.002 0.005 0 0 0 0 2.957
48.25 65.25 2005 2.622 0.254 0 0.012 0 0 0.07 0 0.008 0.001 0.003 0 0 0 0 2.97
51.25 64.25 2005 2.235 0.312 0 0.018 0 0 0.095 0 0.04 0.001 0.006 0 0 0 0 2.707
54.75 59.25 2005 3.237 0.63 0 1.275 0 0 0.075 0 0.055 0 0.001 0 0 0 0 5.274
57.75 65.25 2005 0.98 0.043 0 0.005 0 0 0.193 0 0.049 0.003 0.009 0 0 0 0 1.282
60.75 63.25 2005 2.391 0.322 0 0.082 0 0 0.172 0 0.094 0.002 0.006 0 0 0 0 3.068
64.25 59.75 2005 3.959 0.212 0 1.37 0 0 0.057 0 0.045 0.001 0.003 0 0 0 0 5.647
67.25 66.25 2005 1.342 0.109 0 0 0 0 0.18 0 0.016 0.001 0.002 0 0 0 0 1.65
70.75 65.75 2005 0.776 0.052 0 0.002 0 0 0.25 0 0.021 0.002 0.004 0 0 0 0 1.106
74.75 58.75 2005 2.627 0.264 0 1.607 0 0 0.048 0 0.098 0.001 0.004 0 0 0 0 4.649
78.25 63.75 2005 1.558 0.097 0 0.001 0 0 0.109 0 0.016 0.002 0.007 0 0 0 0 1.79
82.25 63.25 2005 1.244 0.109 0 0.003 0 0 0.154 0 0.025 0.003 0.007 0 0 0 0 1.545
90.25 56.75 2005 3.085 0.384 0 1.886 0 0 0.055 0 0.059 0.003 0.008 0 0 0 0 5.481
99.75 57.25 2005 1.783 0.131 0 1.413 0 0 0.107 0 0.08 0.003 0.01 0 0 0 0 3.527
111.25 50.75 2005 3.322 1.45 0 0.067 0 0 0.083 0 0.026 0.005 0.014 0 0 0 0 4.968
138.25 49.75 2005 2.349 0.157 0 0 0 0 0.076 0 0.005 0.001 0.003 0 0 0 0 2.592
145.75 59.75 2005 1.578 0.079 0 0.001 0 0 0.051 0 0.009 0.002 0.003 0 0 0 0 1.723
-99.25 52.75 2005 3.173 0.413 0 2.447 0 0 0.048 0 0.064 0.005 0.018 0 0 0 0 6.168
74.75 58.25 2005 2.858 0.194 0 2.085 0 0 0.054 0 0.082 0.001 0.005 0 0 0 0 5.28
107.75 53.75 2005 1.446 0.499 2.517 0.163 0 0 0.029 0 0.091 0.003 0.009 0 0 0 0 4.757
-156.25 60.25 2005 2.669 0.399 0 0.004 0 0 0.022 0 0.032 0 0.001 0 0 0 0 3.128
-151.75 64.75 2005 4.566 1.885 0 0.222 0 0 0.005 0 0.047 0 0 0 0 0 0 6.726
-142.75 65.75 2005 3.832 0.172 0 0 0 0 0.044 0 0.011 0.001 0.001 0 0 0 0 4.062
-129.25 59.25 2005 1.474 0.069 0 0.001 0 0 0.175 0 0.026 0.011 0.014 0 0 0 0 1.769
-124.25 63.75 2005 4.01 1.435 0 0.011 0 0 0.031 0 0.097 0.002 0.007 0 0 0 0 5.593
-118.75 57.75 2005 4.758 2.952 0 0.975 0 0 0.065 0 0.035 0.005 0.011 0 0 0 0 8.801
-113.75 57.25 2005 4.506 2.979 0 1.001 0 0 0.003 0 0.03 0 0 0 0 0 0 8.521
-109.25 54.75 2005 4.358 0.811 0 3.676 0 0 0.024 0 0.066 0.002 0.006 0 0 0 0 8.942
-104.75 56.75 2005 3.548 0.269 0 0.001 0 0 0.023 0 0.01 0.001 0.004 0 0 0 0 3.856
-99.25 54.25 2005 2.544 1.024 0 1.131 0 0 0.053 0 0.068 0.003 0.012 0 0 0 0 4.835
-94.75 58.75 2005 0.251 0.019 0 0 0 0 0.167 0 0.039 0.008 0.03 0 0 0 0 0.514
-90.75 50.75 2005 4.064 0.587 0 0.024 0 0 0.032 0 0.016 0.001 0.004 0 0 0 0 4.729
-87.25 50.25 2005 3.724 0.408 0 0.007 0 0 0.059 0 0.039 0.002 0.004 0 0 0 0 4.243
-83.75 54.75 2005 2.041 0.224 0 0.015 0 0 0.146 0 0.074 0.002 0.007 0 0 0 0 2.509
-77.75 49.25 2005 2.919 0.567 0 0.545 0 0 0.042 0 0.024 0 0.001 0 0 0 0 4.099
-73.75 50.25 2005 2.206 0.115 0 0.001 0 0 0.094 0 0.012 0.002 0.004 0 0 0 0 2.434
-67.75 48.25 2005 4.548 0.451 0 0.025 0 0 0.058 0.009 0.01 0.001 0.004 0 0 0 0 5.106
-60.25 50.75 2005 2.221 0.07 0 0.001 0 0 0.091 0.015 0.017 0.002 0.005 0 0 0 0 2.422
12.25 62.25 2005 1.627 0.058 0 0.001 0 0 0.073 0.018 0.009 0.004 0.008 0 0 0 0 1.798
18.75 64.25 2005 3.532 0.198 0 0.001 0 0 0.037 0.022 0.014 0.001 0.003 0 0 0 0 3.808
24.75 66.25 2005 3.338 0.887 0 0.813 0 0 0.04 0 0.067 0 0.001 0 0 0 0 5.145
28.25 63.75 2005 3.843 0.389 0 0.007 0 0 0.05 0.023 0.051 0.002 0.007 0 0 0 0 4.373
31.75 63.25 2005 3.154 0.099 0 0.002 0 0 0.069 0.023 0.021 0.002 0.006 0 0 0 0 3.376
34.75 66.75 2005 2.828 0.158 0 0.001 0 0 0.044 0.015 0.013 0.001 0.003 0 0 0 0 3.064
38.75 58.75 2005 3.209 0.782 0 2.793 0 0 0.07 0.026 0.085 0.005 0.015 0 0 0 0 6.986
42.25 58.75 2005 3.372 0.312 0 2.366 0 0 0.052 0.016 0.154 0.002 0.01 0 0 0 0 6.286
45.25 62.75 2005 2.618 0.667 0 0.534 0 0 0.079 0 0.107 0.003 0.01 0 0 0 0 4.018
48.25 65.75 2005 2.111 0.332 0 0.039 0 0 0.11 0 0.074 0.002 0.007 0 0 0 0 2.674
51.25 64.75 2005 1.607 0.21 0 0.007 0 0 0.146 0 0.055 0.003 0.011 0 0 0 0 2.039
54.75 59.75 2005 3.48 0.793 0 0.518 0 0 0.065 0 0.042 0.001 0.003 0 0 0 0 4.902
57.75 65.75 2005 1.1 0.061 0 0.001 0 0 0.118 0 0.012 0.002 0.006 0 0 0 0 1.3
60.75 63.75 2005 1.709 0.357 0 0.091 0 0 0.173 0 0.115 0.002 0.008 0 0 0 0 2.455
64.25 60.75 2005 3.029 0.968 0 0.526 0 0 0.068 0 0.031 0.004 0.012 0 0 0 0 4.638
67.75 58.75 2005 2.517 0.221 0 2.692 0 0 0.063 0 0.047 0.003 0.011 0 0 0 0 5.555
70.75 66.25 2005 1.285 0.048 0 0 0 0 0.072 0 0.006 0.002 0.004 0 0 0 0 1.417
74.75 59.25 2005 3.011 0.101 0 1.644 0 0 0.046 0 0.039 0 0.002 0 0 0 0 4.843
78.25 64.25 2005 1.092 0.051 0 0.002 0 0 0.099 0 0.011 0.004 0.01 0 0 0 0 1.269
82.25 63.75 2005 0.379 0.105 0 0.001 0 0 0.197 0 0.06 0.005 0.02 0 0 0 0 0.768
90.25 58.25 2005 3.153 0.312 0 1.206 0 0 0.075 0 0.026 0.003 0.009 0 0 0 0 4.784
100.25 53.75 2005 3.096 1.656 0 0.423 0 0 0.054 0 0.061 0.002 0.006 0 0 0 0 5.298
111.25 51.25 2005 3.456 1.03 0 0.062 0 0 0.021 0 0.044 0.001 0.003 0 0 0 0 4.617
138.25 50.25 2005 1.921 0.228 0 0.003 0 0 0.088 0 0.019 0.005 0.016 0 0 0 0 2.281
146.25 59.75 2005 1.624 0.056 0 0 0 0 0.027 0 0.006 0.002 0.003 0 0 0 0 1.72
-98.25 52.25 2005 4.445 0.309 0 2.321 0 0 0.002 0 0.049 0 0 0 0 0 0 7.125
75.25 57.75 2005 3.482 0.053 0 1.845 0 0 0.049 0 0.089 0.002 0.007 0 0 0 0 5.527
108.25 49.75 2005 2.038 1.137 0 2.391 0 0 0.015 0 0.196 0 0 0 0 0 0 5.778
-156.25 60.75 2005 1.785 0.233 0 0.002 0 0 0.067 0 0.025 0.002 0.005 0 0 0 0 2.12
-151.75 65.25 2005 3.756 0.752 0 0.046 0 0 0.038 0 0.071 0.002 0.007 0 0 0 0 4.673
-142.75 66.25 2005 5.001 0.521 0 0.002 0 0 0.059 0 0.017 0.004 0.007 0 0 0 0 5.611
-129.25 59.75 2005 5.047 0.767 0 0.003 0 0 0.049 0 0.017 0.004 0.008 0 0 0 0 5.896
-123.75 57.25 2005 1.945 0.19 0 0.001 0 0 0.206 0 0.019 0.008 0.011 0 0 0 0 2.38
-118.75 58.25 2005 3.792 1.99 0 2.055 0 0 0.013 0 0.131 0.001 0.006 0 0 0 0 7.988
-113.75 57.75 2005 3.684 1.716 0 1.779 0 0 0.021 0 0.081 0 0.002 0 0 0 0 7.283
-109.25 55.25 2005 4.512 1.18 0 2.907 0 0 0.012 0 0.071 0 0 0 0 0 0 8.682
-104.75 57.25 2005 2.463 0.181 0 0.002 0 0 0.057 0 0.018 0.003 0.009 0 0 0 0 2.732
-99.25 54.75 2005 3.458 0.883 0 0.123 0 0 0.019 0 0.044 0.001 0.003 0 0 0 0 4.531
-94.25 50.25 2005 4.611 0.124 0 1.683 0 0 0.022 0 0.062 0.003 0.01 0 0 0 0 6.516
-90.75 51.25 2005 3.189 0.277 0 0.003 0 0 0.034 0 0.022 0.002 0.006 0 0 0 0 3.533
-87.25 50.75 2005 3.515 0.542 0 0.008 0 0 0.049 0 0.029 0.002 0.006 0 0 0 0 4.149
-83.75 55.25 2005 2.741 0.243 0 0.01 0 0 0.118 0 0.038 0.002 0.004 0 0 0 0 3.157
-77.75 49.75 2005 2.729 0.515 0 0.295 0 0 0.04 0 0.06 0 0.001 0 0 0 0 3.64
-73.75 50.75 2005 1.958 0.15 0 0 0 0 0.093 0 0.007 0.001 0.002 0 0 0 0 2.212
-67.75 49.75 2005 2.735 0.108 0 0.002 0 0 0.113 0 0.017 0.003 0.009 0 0 0 0 2.987
-60.25 51.25 2005 0.42 0.038 0 0 0 0 0.105 0 0.009 0.003 0.007 0 0 0 0 0.583
12.25 63.25 2005 0.884 0.027 0 0 0 0 0.142 0.021 0.006 0.004 0.006 0 0 0 0 1.091
18.75 64.75 2005 4.111 0.1 0 0.001 0 0 0.047 0.009 0.009 0.001 0.004 0 0 0 0 4.282
24.75 66.75 2005 3.985 0.275 0 0.001 0 0 0.022 0.02 0.018 0.001 0.002 0 0 0 0 4.325
28.25 64.25 2005 3.201 0.55 0 0.581 0 0 0.08 0.014 0.101 0.002 0.007 0 0 0 0 4.538
31.75 63.75 2005 3.516 0.167 0 0.001 0 0 0.06 0.013 0.012 0.002 0.005 0 0 0 0 3.776
34.75 67.25 2005 2.515 0.118 0 0.002 0 0 0.054 0.033 0.024 0.003 0.007 0 0 0 0 2.757
38.75 59.25 2005 5.041 0.322 0 1.195 0 0 0.066 0.016 0.054 0.003 0.009 0 0 0 0 6.707
42.25 59.25 2005 3.916 0.28 0 3.567 0 0 0.07 0.006 0.024 0.001 0.004 0 0 0 0 7.869
45.25 63.25 2005 3.297 0.673 0 0.237 0 0 0.101 0 0.047 0.002 0.008 0 0 0 0 4.366
48.25 66.25 2005 2.05 0.297 0 0.027 0 0 0.108 0 0.08 0.003 0.009 0 0 0 0 2.573
51.25 65.25 2005 1.609 0.05 0 0 0 0 0.048 0 0.004 0.002 0.004 0 0 0 0 1.716
54.75 60.25 2005 3.507 0.803 0 0.765 0 0 0.08 0 0.038 0.002 0.005 0 0 0 0 5.2
57.75 66.25 2005 0.693 0.065 0 0.002 0 0 0.196 0 0.037 0.003 0.008 0 0 0 0 1.004
60.75 64.25 2005 1.202 0.081 0 0 0 0 0.077 0 0.015 0.003 0.006 0 0 0 0 1.384
64.25 61.25 2005 1.95 0.435 0 1.658 0 0 0.087 0 0.127 0.001 0.005 0 0 0 0 4.262
67.75 60.25 2005 2.667 0.367 0 0.004 0 0 0.046 0 0.023 0.001 0.004 0 0 0 0 3.113
71.25 57.25 2005 3.53 0.261 0 1.675 0 0 0.035 0 0.068 0.001 0.005 0 0 0 0 5.574
74.75 59.75 2005 2.179 0.256 0 1.35 0 0 0.038 0 0.126 0.002 0.006 0 0 0 0 3.956
78.25 64.75 2005 0.595 0.042 0 0.001 0 0 0.199 0 0.022 0.002 0.007 0 0 0 0 0.869
82.25 64.25 2005 0.346 0.082 0 0 0 0 0.176 0 0.048 0.005 0.021 0 0 0 0 0.678
90.25 58.75 2005 2.105 0.316 0 0.486 0 0 0.05 0 0.093 0.001 0.003 0 0 0 0 3.053
100.25 54.25 2005 2.879 0.675 0 2.279 0 0 0.044 0 0.114 0.001 0.005 0 0 0 0 5.997
111.25 51.75 2005 2.979 1.137 0 1.548 0 0 0.014 0 0.099 0.001 0.002 0 0 0 0 5.778
138.25 50.75 2005 2.109 0.246 0 0.001 0 0 0.054 0 0.019 0.001 0.004 0 0 0 0 2.435
146.75 59.75 2005 1.393 0.089 0 0 0 0 0.073 0 0.008 0.002 0.002 0 0 0 0 1.568
-95.25 51.25 2005 2.661 0.272 0 2.649 0 0 0.047 0 0.09 0.005 0.014 0 0 0 0 5.739
75.25 58.25 2005 2.816 0.424 0 0.619 0 0 0.054 0 0.067 0.003 0.012 0 0 0 0 3.995
108.25 51.25 2005 3.382 0.513 0 2.334 0 0 0.055 0 0.055 0.005 0.017 0 0 0 0 6.36
-156.25 61.25 2005 2.064 0.282 0 0.004 0 0 0.063 0 0.043 0.001 0.004 0 0 0 0 2.464
-151.75 66.25 2005 3.483 0.931 0 0.077 0 0 0.023 0 0.089 0 0.001 0 0 0 0 4.604
-142.75 66.75 2005 2.772 0.193 0 0.001 0 0 0.065 0 0.022 0.003 0.005 0 0 0 0 3.06
-129.25 60.25 2005 5.31 1.689 0 0.007 0 0 0.03 0 0.022 0.001 0.002 0 0 0 0 7.06
-123.75 57.75 2005 4.582 0.944 0 0.002 0 0 0.084 0 0.021 0.005 0.008 0 0 0 0 5.646
-118.75 58.75 2005 2.269 1.448 0 4.306 0 0 0.045 0 0.108 0.003 0.007 0 0 0 0 8.186
-113.75 58.25 2005 3.577 0.848 0 3.858 0 0 0.003 0 0.061 0 0 0 0 0 0 8.347
